asset_code,updated_at,update_type,component_name,old_value,new_value,detail,made_by,model,source_sn
AL25070877,"2025-07-25 08:32:35",hardware,"IC boost",,SDB628,"เปลี่ยน IC boost : SDB628",Admin,bitScan,"AL25070877 - AL25070886"
AL25070878,"2025-07-25 08:32:35",hardware,"IC boost",,SDB628,"เปลี่ยน IC boost : SDB628",Admin,bitScan,"AL25070877 - AL25070886"
AL25070879,"2025-07-25 08:32:35",hardware,"IC boost",,SDB628,"เปลี่ยน IC boost : SDB628",Admin,bitScan,"AL25070877 - AL25070886"
AL25070880,"2025-07-25 08:32:35",hardware,"IC boost",,SDB628,"เปลี่ยน IC boost : SDB628",Admin,bitScan,"AL25070877 - AL25070886"
AL25070881,"2025-07-25 08:32:35",hardware,"IC boost",,SDB628,"เปลี่ยน IC boost : SDB628",Admin,bitScan,"AL25070877 - AL25070886"
AL25070882,"2025-07-25 08:32:35",hardware,"IC boost",,SDB628,"เปลี่ยน IC boost : SDB628",Admin,bitScan,"AL25070877 - AL25070886"
AL25070883,"2025-07-25 08:32:35",hardware,"IC boost",,SDB628,"เปลี่ยน IC boost : SDB628",Admin,bitScan,"AL25070877 - AL25070886"
AL25070884,"2025-07-25 08:32:35",hardware,"IC boost",,SDB628,"เปลี่ยน IC boost : SDB628",Admin,bitScan,"AL25070877 - AL25070886"
AL25070885,"2025-07-25 08:32:35",hardware,"IC boost",,SDB628,"เปลี่ยน IC boost : SDB628",Admin,bitScan,"AL25070877 - AL25070886"
AL25070886,"2025-07-25 08:32:35",hardware,"IC boost",,SDB628,"เปลี่ยน IC boost : SDB628",Admin,bitScan,"AL25070877 - AL25070886"
BS25070476,"2025-07-03 15:19:18",hardware,image,,,"เปลี่ยน image",Admin,"bitVisitor S","BS25070476 - BS25070485"
BS25070477,"2025-07-03 15:19:18",hardware,image,,,"เปลี่ยน image",Admin,"bitVisitor S","BS25070476 - BS25070485"
BS25070478,"2025-07-03 15:19:18",hardware,image,,,"เปลี่ยน image",Admin,"bitVisitor S","BS25070476 - BS25070485"
BS25070479,"2025-07-03 15:19:18",hardware,image,,,"เปลี่ยน image",Admin,"bitVisitor S","BS25070476 - BS25070485"
BS25070480,"2025-07-03 15:19:18",hardware,image,,,"เปลี่ยน image",Admin,"bitVisitor S","BS25070476 - BS25070485"
BS25070481,"2025-07-03 15:19:18",hardware,image,,,"เปลี่ยน image",Admin,"bitVisitor S","BS25070476 - BS25070485"
BS25070482,"2025-07-03 15:19:18",hardware,image,,,"เปลี่ยน image",Admin,"bitVisitor S","BS25070476 - BS25070485"
BS25070483,"2025-07-03 15:19:18",hardware,image,,,"เปลี่ยน image",Admin,"bitVisitor S","BS25070476 - BS25070485"
BS25070484,"2025-07-03 15:19:18",hardware,image,,,"เปลี่ยน image",Admin,"bitVisitor S","BS25070476 - BS25070485"
BS25070485,"2025-07-03 15:19:18",hardware,image,,,"เปลี่ยน image",Admin,"bitVisitor S","BS25070476 - BS25070485"
AL25060817,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060818,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060819,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060820,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060821,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060822,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060823,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060824,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060825,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060826,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060827,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060828,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060829,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060830,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060831,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060832,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060833,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060834,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060835,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
AL25060836,"2025-06-09 13:28:01",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25060817 - AL25060836"
BP25051745,"2025-05-31 17:45:25",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor Plus","BP25051745 - BP25051754"
BP25051746,"2025-05-31 17:45:25",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor Plus","BP25051745 - BP25051754"
BP25051747,"2025-05-31 17:45:25",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor Plus","BP25051745 - BP25051754"
BP25051748,"2025-05-31 17:45:25",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor Plus","BP25051745 - BP25051754"
BP25051749,"2025-05-31 17:45:25",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor Plus","BP25051745 - BP25051754"
BP25051750,"2025-05-31 17:45:25",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor Plus","BP25051745 - BP25051754"
BP25051751,"2025-05-31 17:45:25",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor Plus","BP25051745 - BP25051754"
BP25051752,"2025-05-31 17:45:25",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor Plus","BP25051745 - BP25051754"
BP25051753,"2025-05-31 17:45:25",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor Plus","BP25051745 - BP25051754"
BP25051754,"2025-05-31 17:45:25",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor Plus","BP25051745 - BP25051754"
BS25050446,"2025-05-27 11:16:39",firmware,,,3.7,"EXP. v3.7",Admin,"bitVisitor S","BS25050446 - BS25050455"
BS25050447,"2025-05-27 11:16:39",firmware,,,3.7,"EXP. v3.7",Admin,"bitVisitor S","BS25050446 - BS25050455"
BS25050448,"2025-05-27 11:16:39",firmware,,,3.7,"EXP. v3.7",Admin,"bitVisitor S","BS25050446 - BS25050455"
BS25050449,"2025-05-27 11:16:39",firmware,,,3.7,"EXP. v3.7",Admin,"bitVisitor S","BS25050446 - BS25050455"
BS25050450,"2025-05-27 11:16:39",firmware,,,3.7,"EXP. v3.7",Admin,"bitVisitor S","BS25050446 - BS25050455"
BS25050451,"2025-05-27 11:16:39",firmware,,,3.7,"EXP. v3.7",Admin,"bitVisitor S","BS25050446 - BS25050455"
BS25050452,"2025-05-27 11:16:39",firmware,,,3.7,"EXP. v3.7",Admin,"bitVisitor S","BS25050446 - BS25050455"
BS25050453,"2025-05-27 11:16:39",firmware,,,3.7,"EXP. v3.7",Admin,"bitVisitor S","BS25050446 - BS25050455"
BS25050454,"2025-05-27 11:16:39",firmware,,,3.7,"EXP. v3.7",Admin,"bitVisitor S","BS25050446 - BS25050455"
BS25050455,"2025-05-27 11:16:39",firmware,,,3.7,"EXP. v3.7",Admin,"bitVisitor S","BS25050446 - BS25050455"
BM25051331,"2025-05-26 09:31:05",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor M","BM25051331 - BM25051340"
BM25051332,"2025-05-26 09:31:05",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor M","BM25051331 - BM25051340"
BM25051333,"2025-05-26 09:31:05",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor M","BM25051331 - BM25051340"
BM25051334,"2025-05-26 09:31:05",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor M","BM25051331 - BM25051340"
BM25051335,"2025-05-26 09:31:05",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor M","BM25051331 - BM25051340"
BM25051336,"2025-05-26 09:31:05",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor M","BM25051331 - BM25051340"
BM25051337,"2025-05-26 09:31:05",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor M","BM25051331 - BM25051340"
BM25051338,"2025-05-26 09:31:05",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor M","BM25051331 - BM25051340"
BM25051339,"2025-05-26 09:31:05",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor M","BM25051331 - BM25051340"
BM25051340,"2025-05-26 09:31:05",hardware,,,,"ติดกาว UV ตรงแพรทัชสกรีน แทนการพ่นเคลือบ",Admin,"bitVisitor M","BM25051331 - BM25051340"
AL25050797,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050798,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050799,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050800,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050801,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050802,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050803,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050804,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050805,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050806,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050807,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050808,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050809,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050810,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050811,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050812,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050813,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050814,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050815,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25050816,"2025-05-17 15:18:43",firmware,,,6.5,"FW 6.5",Admin,,"AL25050797 - AL25050816"
AL25040777,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040778,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040779,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040780,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040781,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040782,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040783,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040784,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040785,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040786,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040787,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040788,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040789,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040790,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040791,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040792,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040793,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040794,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040795,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040796,"2025-04-22 12:51:56",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040777 - AL25040796"
AL25040767,"2025-04-02 18:32:48",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040767 - AL25040776"
AL25040768,"2025-04-02 18:32:48",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040767 - AL25040776"
AL25040769,"2025-04-02 18:32:48",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040767 - AL25040776"
AL25040770,"2025-04-02 18:32:48",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040767 - AL25040776"
AL25040771,"2025-04-02 18:32:48",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040767 - AL25040776"
AL25040772,"2025-04-02 18:32:48",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040767 - AL25040776"
AL25040773,"2025-04-02 18:32:48",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040767 - AL25040776"
AL25040774,"2025-04-02 18:32:48",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040767 - AL25040776"
AL25040775,"2025-04-02 18:32:48",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040767 - AL25040776"
AL25040776,"2025-04-02 18:32:48",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25040767 - AL25040776"
AL25030757,"2025-03-31 19:56:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030757 - AL25030766"
AL25030758,"2025-03-31 19:56:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030757 - AL25030766"
AL25030759,"2025-03-31 19:56:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030757 - AL25030766"
AL25030760,"2025-03-31 19:56:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030757 - AL25030766"
AL25030761,"2025-03-31 19:56:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030757 - AL25030766"
AL25030762,"2025-03-31 19:56:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030757 - AL25030766"
AL25030763,"2025-03-31 19:56:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030757 - AL25030766"
AL25030764,"2025-03-31 19:56:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030757 - AL25030766"
AL25030765,"2025-03-31 19:56:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030757 - AL25030766"
AL25030766,"2025-03-31 19:56:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030757 - AL25030766"
AL25030737,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030738,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030739,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030740,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030741,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030742,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030743,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030744,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030745,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030746,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030747,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030748,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030749,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030750,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030751,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030752,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030753,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030754,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030755,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
AL25030756,"2025-03-20 11:22:15",firmware,,,6.5,"FW 6.5",Admin,bitScan,"AL25030737 - AL25030756"
BP25031685,"2025-03-05 13:15:18",hardware,Lot.ใหม่,,,"จอ Lot.ใหม่ / กล้อง logitech brio 100",Admin,"bitVisitor Plus","BP25031685 - BP25031694"
BP25031686,"2025-03-05 13:15:18",hardware,Lot.ใหม่,,,"จอ Lot.ใหม่ / กล้อง logitech brio 100",Admin,"bitVisitor Plus","BP25031685 - BP25031694"
BP25031687,"2025-03-05 13:15:18",hardware,Lot.ใหม่,,,"จอ Lot.ใหม่ / กล้อง logitech brio 100",Admin,"bitVisitor Plus","BP25031685 - BP25031694"
BP25031688,"2025-03-05 13:15:18",hardware,Lot.ใหม่,,,"จอ Lot.ใหม่ / กล้อง logitech brio 100",Admin,"bitVisitor Plus","BP25031685 - BP25031694"
BP25031689,"2025-03-05 13:15:18",hardware,Lot.ใหม่,,,"จอ Lot.ใหม่ / กล้อง logitech brio 100",Admin,"bitVisitor Plus","BP25031685 - BP25031694"
BP25031690,"2025-03-05 13:15:18",hardware,Lot.ใหม่,,,"จอ Lot.ใหม่ / กล้อง logitech brio 100",Admin,"bitVisitor Plus","BP25031685 - BP25031694"
BP25031691,"2025-03-05 13:15:18",hardware,Lot.ใหม่,,,"จอ Lot.ใหม่ / กล้อง logitech brio 100",Admin,"bitVisitor Plus","BP25031685 - BP25031694"
BP25031692,"2025-03-05 13:15:18",hardware,Lot.ใหม่,,,"จอ Lot.ใหม่ / กล้อง logitech brio 100",Admin,"bitVisitor Plus","BP25031685 - BP25031694"
BP25031693,"2025-03-05 13:15:18",hardware,Lot.ใหม่,,,"จอ Lot.ใหม่ / กล้อง logitech brio 100",Admin,"bitVisitor Plus","BP25031685 - BP25031694"
BP25031694,"2025-03-05 13:15:18",hardware,Lot.ใหม่,,,"จอ Lot.ใหม่ / กล้อง logitech brio 100",Admin,"bitVisitor Plus","BP25031685 - BP25031694"
AL25020727,"2025-02-25 13:26:58",firmware,,,6.4,"FW 6.4",Admin,bitScan,"AL25020727 - AL25020736"
AL25020728,"2025-02-25 13:26:58",firmware,,,6.4,"FW 6.4",Admin,bitScan,"AL25020727 - AL25020736"
AL25020729,"2025-02-25 13:26:58",firmware,,,6.4,"FW 6.4",Admin,bitScan,"AL25020727 - AL25020736"
AL25020730,"2025-02-25 13:26:58",firmware,,,6.4,"FW 6.4",Admin,bitScan,"AL25020727 - AL25020736"
AL25020731,"2025-02-25 13:26:58",firmware,,,6.4,"FW 6.4",Admin,bitScan,"AL25020727 - AL25020736"
AL25020732,"2025-02-25 13:26:58",firmware,,,6.4,"FW 6.4",Admin,bitScan,"AL25020727 - AL25020736"
AL25020733,"2025-02-25 13:26:58",firmware,,,6.4,"FW 6.4",Admin,bitScan,"AL25020727 - AL25020736"
AL25020734,"2025-02-25 13:26:58",firmware,,,6.4,"FW 6.4",Admin,bitScan,"AL25020727 - AL25020736"
AL25020735,"2025-02-25 13:26:58",firmware,,,6.4,"FW 6.4",Admin,bitScan,"AL25020727 - AL25020736"
AL25020736,"2025-02-25 13:26:58",firmware,,,6.4,"FW 6.4",Admin,bitScan,"AL25020727 - AL25020736"
AL25010697,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010698,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010699,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010700,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010701,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010702,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010703,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010704,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010705,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010706,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010707,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010708,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010709,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010710,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010711,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010712,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010713,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010714,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010715,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010716,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010717,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010718,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010719,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010720,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010721,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010722,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010723,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010724,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010725,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
AL25010726,"2025-01-31 09:15:25",firmware,,,5.35,fw.5.35,Admin,bitScan,"AL25010697 - AL25010726"
BM25011311,"2025-01-22 08:35:54",hardware,Pi,,,"BM25011320 ใส่บอร์ด Pi จาก Mouser",Admin,"bitVisitor M","BM25011311 - BM25011320"
BM25011312,"2025-01-22 08:35:54",hardware,Pi,,,"BM25011320 ใส่บอร์ด Pi จาก Mouser",Admin,"bitVisitor M","BM25011311 - BM25011320"
BM25011313,"2025-01-22 08:35:54",hardware,Pi,,,"BM25011320 ใส่บอร์ด Pi จาก Mouser",Admin,"bitVisitor M","BM25011311 - BM25011320"
BM25011314,"2025-01-22 08:35:54",hardware,Pi,,,"BM25011320 ใส่บอร์ด Pi จาก Mouser",Admin,"bitVisitor M","BM25011311 - BM25011320"
BM25011315,"2025-01-22 08:35:54",hardware,Pi,,,"BM25011320 ใส่บอร์ด Pi จาก Mouser",Admin,"bitVisitor M","BM25011311 - BM25011320"
